timestamp,hour,temperature_c,occupancy_factor,baseline_setpoint_c,optimized_setpoint_c,baseline_load_kw,optimized_load_kw
2024-07-15 19:00:00,19,39.8,0.15,23.0,25.0,9.4,8.44
2024-07-15 20:00:00,20,39.12,0.15,23.0,25.0,8.85,8.04
2024-07-15 21:00:00,21,39.2,0.15,23.0,25.0,8.84,7.98
2024-07-15 22:00:00,22,38.96,0.15,23.0,25.0,8.65,7.81
2024-07-15 23:00:00,23,37.71,0.15,23.0,25.0,7.98,6.95
2024-07-16 00:00:00,0,37.0,0.15,23.0,24.0,6.84,6.91
2024-07-16 01:00:00,1,36.54,0.15,23.0,24.0,6.67,6.16
2024-07-16 02:00:00,2,35.58,0.15,23.0,24.0,6.22,5.76
2024-07-16 03:00:00,3,34.44,0.15,23.0,24.0,5.57,5.13
2024-07-16 04:00:00,4,34.57,0.15,23.0,24.0,5.65,5.22
2024-07-16 05:00:00,5,33.62,0.15,23.0,24.0,5.11,4.65
2024-07-16 06:00:00,6,33.73,0.15,23.0,24.0,5.3,4.85
2024-07-16 07:00:00,7,34.62,0.15,23.0,24.0,5.75,5.29
2024-07-16 08:00:00,8,36.24,0.9,23.0,23.0,9.14,9.1
2024-07-16 09:00:00,9,37.44,0.9,23.0,23.0,10.15,10.15
2024-07-16 10:00:00,10,38.07,0.9,23.0,23.0,10.89,10.9
2024-07-16 11:00:00,11,38.74,0.9,23.0,23.0,11.67,11.68
2024-07-16 12:00:00,12,39.53,0.9,23.0,23.0,12.19,12.24
2024-07-16 13:00:00,13,39.86,0.9,23.0,23.0,12.62,12.62
2024-07-16 14:00:00,14,40.46,0.9,23.0,24.0,12.84,12.35
2024-07-16 15:00:00,15,40.73,0.9,23.0,24.0,12.88,12.3
2024-07-16 16:00:00,16,40.85,0.9,23.0,24.0,12.66,12.04
2024-07-16 17:00:00,17,41.0,0.9,23.0,24.0,12.78,12.19
2024-07-16 18:00:00,18,40.75,0.15,23.0,25.0,9.99,8.96
2024-07-16 19:00:00,19,40.27,0.15,23.0,24.0,9.82,9.26
2024-07-16 20:00:00,20,39.94,0.15,23.0,24.0,9.48,8.96
2024-07-16 21:00:00,21,39.0,0.15,23.0,24.0,8.73,8.33
2024-07-16 22:00:00,22,38.6,0.15,23.0,24.0,8.46,7.93
2024-07-16 23:00:00,23,37.51,0.15,23.0,24.0,7.65,7.07
2024-07-17 00:00:00,0,36.59,0.15,23.0,24.0,6.62,6.55
2024-07-17 01:00:00,1,36.34,0.15,23.0,24.0,6.63,6.1
2024-07-17 02:00:00,2,35.25,0.15,23.0,24.0,6.01,5.53
2024-07-17 03:00:00,3,34.77,0.15,23.0,24.0,5.77,5.32
2024-07-17 04:00:00,4,35.15,0.15,23.0,24.0,5.96,5.55
2024-07-17 05:00:00,5,35.52,0.15,23.0,24.0,6.24,5.82
2024-07-17 06:00:00,6,32.48,0.15,23.0,24.0,4.63,4.12
2024-07-17 07:00:00,7,35.12,0.15,23.0,24.0,6.01,5.57
2024-07-17 08:00:00,8,35.9,0.9,23.0,23.0,8.91,8.92
2024-07-17 09:00:00,9,36.37,0.9,23.0,23.0,9.51,9.52
2024-07-17 10:00:00,10,37.84,0.9,23.0,23.0,10.67,10.69
2024-07-17 11:00:00,11,39.11,0.9,23.0,23.0,11.85,11.85
2024-07-17 12:00:00,12,39.61,0.9,23.0,23.0,12.3,12.35
2024-07-17 13:00:00,13,40.1,0.9,23.0,23.0,12.75,12.75
2024-07-17 14:00:00,14,40.67,0.9,23.0,24.0,13.01,12.41
2024-07-17 15:00:00,15,40.95,0.9,23.0,24.0,13.01,12.44
2024-07-17 16:00:00,16,41.22,0.9,23.0,24.0,12.99,12.35
2024-07-17 17:00:00,17,41.14,0.9,23.0,24.0,12.93,12.28
2024-07-17 18:00:00,18,40.75,0.15,23.0,25.0,10.02,8.98
2024-07-17 19:00:00,19,40.04,0.15,23.0,24.0,9.6,9.07
2024-07-17 20:00:00,20,39.69,0.15,23.0,24.0,9.35,8.87
2024-07-17 21:00:00,21,38.13,0.15,23.0,24.0,8.14,7.48
2024-07-17 22:00:00,22,38.09,0.15,23.0,24.0,8.1,7.45
2024-07-17 23:00:00,23,37.15,0.15,23.0,24.0,7.53,6.95
2024-07-18 00:00:00,0,37.06,0.15,23.0,24.0,6.88,6.9
2024-07-18 01:00:00,1,36.3,0.15,23.0,24.0,6.57,6.04
2024-07-18 02:00:00,2,35.79,0.15,23.0,24.0,6.3,5.8
2024-07-18 03:00:00,3,35.42,0.15,23.0,24.0,6.08,5.67
2024-07-18 04:00:00,4,35.21,0.15,23.0,24.0,6.07,5.63
2024-07-18 05:00:00,5,35.27,0.15,23.0,24.0,6.11,5.71
2024-07-18 06:00:00,6,34.49,0.15,23.0,24.0,5.71,5.25
2024-07-18 07:00:00,7,36.29,0.15,23.0,24.0,6.73,6.19
2024-07-18 08:00:00,8,36.74,0.9,23.0,23.0,9.56,9.52
2024-07-18 09:00:00,9,37.7,0.9,23.0,23.0,10.39,10.4
2024-07-18 10:00:00,10,38.96,0.9,23.0,23.0,11.59,11.62
2024-07-18 11:00:00,11,39.79,0.9,23.0,23.0,12.59,12.63
2024-07-18 12:00:00,12,40.52,0.9,23.0,23.0,13.08,13.19
2024-07-18 13:00:00,13,40.87,0.9,23.0,23.0,13.37,13.38
2024-07-18 14:00:00,14,41.24,0.9,23.0,24.0,13.61,12.99
2024-07-18 15:00:00,15,41.3,0.9,23.0,24.0,13.44,12.78
2024-07-18 16:00:00,16,41.28,0.9,23.0,24.0,13.04,12.4
2024-07-18 17:00:00,17,41.08,0.9,23.0,24.0,12.92,12.26
2024-07-18 18:00:00,18,40.67,0.15,23.0,25.0,10.04,8.97
2024-07-18 19:00:00,19,40.42,0.15,23.0,24.0,9.92,9.36
2024-07-18 20:00:00,20,40.12,0.15,23.0,24.0,9.66,9.11
2024-07-18 21:00:00,21,39.58,0.15,23.0,24.0,9.25,8.71
2024-07-18 22:00:00,22,39.42,0.15,23.0,24.0,9.07,8.6
2024-07-18 23:00:00,23,39.24,0.15,23.0,24.0,8.92,8.53
2024-07-19 00:00:00,0,37.42,0.15,23.0,25.0,7.12,6.92
2024-07-19 01:00:00,1,36.67,0.15,23.0,25.0,6.72,5.72
2024-07-19 02:00:00,2,35.65,0.15,23.0,25.0,6.19,5.18
2024-07-19 03:00:00,3,35.42,0.15,23.0,25.0,6.08,5.19
2024-07-19 04:00:00,4,35.65,0.15,23.0,25.0,6.25,5.37
2024-07-19 05:00:00,5,35.02,0.15,23.0,25.0,5.99,5.14
2024-07-19 06:00:00,6,34.47,0.15,23.0,25.0,5.69,4.86
2024-07-19 07:00:00,7,35.69,0.15,23.0,25.0,6.3,5.53
2024-07-19 08:00:00,8,37.07,0.9,23.0,24.5,9.67,9.03
2024-07-19 09:00:00,9,38.26,0.9,23.0,24.5,10.8,10.1
2024-07-19 10:00:00,10,39.48,0.9,23.0,24.5,11.93,11.19
2024-07-19 11:00:00,11,40.38,0.9,23.0,24.5,12.94,12.13
2024-07-19 12:00:00,12,40.63,0.9,23.0,24.5,13.17,12.48
2024-07-19 13:00:00,13,41.12,0.9,23.0,24.5,13.66,12.81
2024-07-19 14:00:00,14,41.38,0.9,23.0,24.5,13.83,12.92
2024-07-19 15:00:00,15,41.3,0.9,23.0,24.5,13.43,12.6
2024-07-19 16:00:00,16,41.52,0.9,23.0,24.5,13.29,12.32
2024-07-19 17:00:00,17,41.62,0.9,23.0,24.5,13.33,12.36
2024-07-19 18:00:00,18,41.35,0.15,23.0,25.0,10.73,9.52
2024-07-19 19:00:00,19,41.13,0.15,23.0,25.0,10.5,9.43
2024-07-19 20:00:00,20,40.88,0.15,23.0,25.0,10.34,9.35
2024-07-19 21:00:00,21,40.05,0.15,23.0,25.0,9.6,8.51
2024-07-19 22:00:00,22,38.21,0.15,23.0,25.0,8.16,6.98
2024-07-19 23:00:00,23,38.1,0.15,23.0,25.0,8.12,6.93
2024-07-20 00:00:00,0,38.95,0.1,23.0,25.0,8.17,8.19
2024-07-20 01:00:00,1,38.43,0.1,23.0,25.0,7.97,7.08
2024-07-20 02:00:00,2,37.27,0.1,23.0,25.0,7.18,6.23
2024-07-20 03:00:00,3,36.11,0.1,23.0,25.0,6.58,5.53
2024-07-20 04:00:00,4,36.32,0.1,23.0,25.0,6.75,5.71
2024-07-20 05:00:00,5,36.16,0.1,23.0,25.0,6.69,5.75
2024-07-20 06:00:00,6,36.0,0.1,23.0,25.0,6.51,5.58
2024-07-20 07:00:00,7,36.76,0.1,23.0,25.0,7.0,6.28
2024-07-20 08:00:00,8,38.01,0.1,23.0,25.0,7.77,6.96
2024-07-20 09:00:00,9,38.41,0.1,23.0,25.0,8.55,7.62
2024-07-20 10:00:00,10,39.77,0.1,23.0,25.0,9.91,8.83
2024-07-20 11:00:00,11,41.08,0.1,23.0,25.0,11.16,9.99
2024-07-20 12:00:00,12,41.1,0.1,23.0,25.0,11.07,10.01
2024-07-20 13:00:00,13,41.28,0.1,23.0,25.0,11.26,10.12
2024-07-20 14:00:00,14,41.53,0.1,23.0,25.0,11.4,10.25
2024-07-20 15:00:00,15,41.75,0.1,23.0,25.0,11.36,10.21
2024-07-20 16:00:00,16,41.67,0.1,23.0,25.0,10.95,10.01
2024-07-20 17:00:00,17,41.71,0.1,23.0,25.0,10.96,9.89
2024-07-20 18:00:00,18,41.22,0.1,23.0,25.0,10.65,9.48
2024-07-20 19:00:00,19,41.28,0.1,23.0,25.0,10.54,9.45
2024-07-20 20:00:00,20,40.24,0.1,23.0,25.0,9.85,8.69
2024-07-20 21:00:00,21,40.52,0.1,23.0,25.0,9.94,8.83
2024-07-20 22:00:00,22,36.85,0.1,23.0,25.0,7.31,6.12
2024-07-20 23:00:00,23,35.2,0.1,23.0,25.0,6.2,5.09
2024-07-21 00:00:00,0,34.93,0.1,23.0,25.0,5.66,5.66
2024-07-21 01:00:00,1,34.2,0.1,23.0,25.0,5.18,4.32
2024-07-21 02:00:00,2,33.6,0.1,23.0,25.0,4.99,4.01
2024-07-21 03:00:00,3,33.65,0.1,23.0,25.0,5.04,4.1
2024-07-21 04:00:00,4,33.68,0.1,23.0,25.0,5.08,4.17
2024-07-21 05:00:00,5,34.15,0.1,23.0,25.0,5.39,4.48
2024-07-21 06:00:00,6,33.35,0.1,23.0,25.0,5.05,4.16
2024-07-21 07:00:00,7,34.8,0.1,23.0,25.0,5.77,4.85
2024-07-21 08:00:00,8,35.8,0.1,23.0,25.0,6.42,5.47
2024-07-21 09:00:00,9,37.56,0.1,23.0,25.0,7.8,6.77
2024-07-21 10:00:00,10,38.74,0.1,23.0,25.0,9.01,8.09
2024-07-21 11:00:00,11,39.48,0.1,23.0,25.0,9.73,8.69
2024-07-21 12:00:00,12,40.37,0.1,23.0,25.0,10.34,9.61
2024-07-21 13:00:00,13,40.97,0.1,23.0,25.0,11.07,9.93
2024-07-21 14:00:00,14,41.21,0.1,23.0,25.0,11.08,9.87
2024-07-21 15:00:00,15,41.52,0.1,23.0,25.0,11.01,9.95
2024-07-21 16:00:00,16,41.57,0.1,23.0,25.0,10.85,9.69
2024-07-21 17:00:00,17,37.76,0.1,23.0,25.0,8.04,6.94
2024-07-21 18:00:00,18,34.43,0.1,23.0,25.0,5.73,4.76
2024-07-21 19:00:00,19,32.51,0.1,23.0,25.0,4.79,3.77
2024-07-21 20:00:00,20,32.96,0.1,23.0,25.0,4.91,4.08
2024-07-21 21:00:00,21,33.16,0.1,23.0,25.0,5.0,4.01
2024-07-21 22:00:00,22,33.13,0.1,23.0,25.0,4.95,3.94
2024-07-21 23:00:00,23,33.16,0.1,23.0,25.0,5.01,3.98
2024-07-22 00:00:00,0,32.86,0.15,23.0,24.0,4.58,4.24
2024-07-22 01:00:00,1,31.48,0.15,23.0,24.0,3.98,3.54
2024-07-22 02:00:00,2,31.95,0.15,23.0,24.0,4.25,3.62
2024-07-22 03:00:00,3,30.85,0.15,23.0,24.0,3.72,3.3
2024-07-22 04:00:00,4,31.84,0.15,23.0,24.0,4.21,3.66
2024-07-22 05:00:00,5,31.78,0.15,23.0,24.0,4.18,3.67
2024-07-22 06:00:00,6,31.53,0.15,23.0,24.0,4.09,3.68
2024-07-22 07:00:00,7,33.44,0.15,23.0,24.0,5.06,4.51
2024-07-22 08:00:00,8,35.04,0.9,23.0,23.0,8.27,8.28
2024-07-22 09:00:00,9,36.8,0.9,23.0,23.0,9.63,9.63
2024-07-22 10:00:00,10,37.73,0.9,23.0,23.0,10.71,10.72
2024-07-22 11:00:00,11,38.82,0.9,23.0,23.0,11.63,11.68
2024-07-22 12:00:00,12,40.2,0.9,23.0,23.0,12.82,12.83
2024-07-22 13:00:00,13,40.31,0.9,23.0,23.0,12.92,12.92
2024-07-22 14:00:00,14,40.49,0.9,23.0,24.0,12.84,12.33
2024-07-22 15:00:00,15,41.16,0.9,23.0,24.0,13.23,12.59
2024-07-22 16:00:00,16,41.01,0.9,23.0,24.0,12.79,12.19
2024-07-22 17:00:00,17,40.85,0.9,23.0,24.0,12.65,12.03
2024-07-22 18:00:00,18,40.65,0.15,23.0,25.0,10.0,8.97
2024-07-22 19:00:00,19,40.69,0.15,23.0,24.0,10.01,9.49
2024-07-22 20:00:00,20,38.84,0.15,23.0,24.0,8.68,8.31
2024-07-22 21:00:00,21,39.59,0.15,23.0,24.0,9.21,8.68
2024-07-22 22:00:00,22,38.55,0.15,23.0,24.0,8.44,7.95
2024-07-22 23:00:00,23,38.02,0.15,23.0,24.0,8.05,7.47
2024-07-23 00:00:00,0,37.89,0.15,23.0,24.0,7.48,7.56
2024-07-23 01:00:00,1,36.22,0.15,23.0,24.0,6.49,5.97
2024-07-23 02:00:00,2,36.13,0.15,23.0,24.0,6.52,5.99
2024-07-23 03:00:00,3,36.11,0.15,23.0,24.0,6.53,6.04
2024-07-23 04:00:00,4,36.51,0.15,23.0,24.0,6.79,6.24
2024-07-23 05:00:00,5,36.95,0.15,23.0,24.0,7.07,6.6
2024-07-23 06:00:00,6,35.42,0.15,23.0,24.0,6.2,5.76
2024-07-23 07:00:00,7,35.88,0.15,23.0,24.0,6.52,6.02
2024-07-23 08:00:00,8,37.23,0.9,23.0,23.0,9.78,9.75
2024-07-23 09:00:00,9,38.44,0.9,23.0,23.0,10.95,10.96
2024-07-23 10:00:00,10,39.29,0.9,23.0,23.0,11.75,11.77
2024-07-23 11:00:00,11,40.08,0.9,23.0,23.0,12.74,12.74
2024-07-23 12:00:00,12,40.79,0.9,23.0,23.0,13.33,13.34
2024-07-23 13:00:00,13,40.84,0.9,23.0,23.0,13.34,13.35
2024-07-23 14:00:00,14,41.45,0.9,23.0,24.0,13.78,13.19
2024-07-23 15:00:00,15,41.51,0.9,23.0,24.0,13.63,13.08
2024-07-23 16:00:00,16,41.73,0.9,23.0,24.0,13.42,12.94
2024-07-23 17:00:00,17,41.71,0.9,23.0,24.0,13.38,12.7
2024-07-23 18:00:00,18,41.45,0.15,23.0,25.0,10.74,9.65
2024-07-23 19:00:00,19,41.19,0.15,23.0,24.0,10.57,10.05
2024-07-23 20:00:00,20,41.15,0.15,23.0,24.0,10.51,10.03
2024-07-23 21:00:00,21,40.79,0.15,23.0,24.0,10.26,9.71
2024-07-23 22:00:00,22,39.56,0.15,23.0,24.0,9.24,8.69
2024-07-23 23:00:00,23,38.59,0.15,23.0,24.0,8.49,7.96
2024-07-24 00:00:00,0,38.2,0.15,23.0,25.0,7.67,7.51
2024-07-24 01:00:00,1,37.32,0.15,23.0,25.0,7.15,6.24
2024-07-24 02:00:00,2,36.29,0.15,23.0,25.0,6.63,5.58
2024-07-24 03:00:00,3,36.47,0.15,23.0,25.0,6.76,5.79
2024-07-24 04:00:00,4,37.1,0.15,23.0,25.0,7.19,6.35
2024-07-24 05:00:00,5,35.61,0.15,23.0,25.0,6.31,5.54
2024-07-24 06:00:00,6,35.5,0.15,23.0,25.0,6.26,5.44
2024-07-24 07:00:00,7,36.17,0.15,23.0,25.0,6.67,5.71
2024-07-24 08:00:00,8,37.02,0.9,23.0,24.5,9.67,9.04
2024-07-24 09:00:00,9,38.41,0.9,23.0,24.5,11.0,10.19
2024-07-24 10:00:00,10,39.07,0.9,23.0,24.5,11.67,10.93
2024-07-24 11:00:00,11,40.37,0.9,23.0,24.5,12.9,12.08
2024-07-24 12:00:00,12,40.8,0.9,23.0,24.5,13.38,12.55
2024-07-24 13:00:00,13,41.32,0.9,23.0,24.5,13.83,12.87
2024-07-24 14:00:00,14,41.74,0.9,23.0,24.5,14.08,13.28
2024-07-24 15:00:00,15,41.93,0.9,23.0,24.5,13.99,13.23
2024-07-24 16:00:00,16,41.83,0.9,23.0,24.5,13.64,12.69
2024-07-24 17:00:00,17,42.02,0.9,23.0,24.5,13.68,12.83
2024-07-24 18:00:00,18,41.6,0.15,23.0,25.0,10.94,9.85
2024-07-24 19:00:00,19,41.7,0.15,23.0,25.0,10.95,9.79
2024-07-24 20:00:00,20,40.97,0.15,23.0,25.0,10.37,9.42
2024-07-24 21:00:00,21,39.34,0.15,23.0,25.0,9.0,8.21
2024-07-24 22:00:00,22,33.51,0.15,23.0,25.0,5.27,4.55
2024-07-24 23:00:00,23,33.22,0.15,23.0,25.0,5.09,4.24
2024-07-25 00:00:00,0,33.96,0.15,23.0,25.0,5.21,5.0
2024-07-25 01:00:00,1,34.87,0.15,23.0,25.0,5.67,4.74
2024-07-25 02:00:00,2,35.6,0.15,23.0,25.0,6.19,5.29
2024-07-25 03:00:00,3,35.07,0.15,23.0,25.0,5.93,5.02
2024-07-25 04:00:00,4,35.17,0.15,23.0,25.0,5.97,5.08
2024-07-25 05:00:00,5,35.71,0.15,23.0,25.0,6.28,5.43
2024-07-25 06:00:00,6,35.06,0.15,23.0,25.0,5.97,5.1
2024-07-25 07:00:00,7,36.41,0.15,23.0,25.0,6.75,5.81
2024-07-25 08:00:00,8,36.56,0.9,23.0,24.5,9.36,8.68
2024-07-25 09:00:00,9,38.03,0.9,23.0,24.5,10.16,9.48
2024-07-25 10:00:00,10,39.14,0.9,23.0,24.5,11.75,10.93
2024-07-25 11:00:00,11,40.04,0.9,23.0,24.5,12.63,11.85
2024-07-25 12:00:00,12,41.07,0.9,23.0,24.5,13.45,12.58
2024-07-25 13:00:00,13,40.88,0.9,23.0,24.5,13.33,12.5
2024-07-25 14:00:00,14,41.06,0.9,23.0,24.5,13.3,12.49
2024-07-25 15:00:00,15,41.76,0.9,23.0,24.5,13.7,12.84
2024-07-25 16:00:00,16,41.85,0.9,23.0,24.5,13.68,12.75
2024-07-25 17:00:00,17,41.97,0.9,23.0,24.5,13.73,12.89
2024-07-25 18:00:00,18,39.63,0.15,23.0,25.0,9.33,8.39
2024-07-25 19:00:00,19,39.85,0.15,23.0,25.0,9.49,8.45
2024-07-25 20:00:00,20,36.28,0.15,23.0,25.0,7.07,6.07
2024-07-25 21:00:00,21,35.95,0.15,23.0,25.0,6.82,5.78
2024-07-25 22:00:00,22,33.07,0.15,23.0,25.0,4.9,4.02
2024-07-25 23:00:00,23,28.36,0.15,23.0,25.0,3.85,3.19
2024-07-26 00:00:00,0,26.97,0.15,23.0,25.0,3.38,3.36
2024-07-26 01:00:00,1,29.55,0.15,23.0,25.0,3.5,2.85
2024-07-26 02:00:00,2,28.74,0.15,23.0,25.0,3.45,2.84
2024-07-26 03:00:00,3,30.24,0.15,23.0,25.0,3.47,2.81
2024-07-26 04:00:00,4,30.84,0.15,23.0,25.0,3.55,2.75
2024-07-26 05:00:00,5,29.67,0.15,23.0,25.0,3.6,2.79
2024-07-26 06:00:00,6,29.92,0.15,23.0,25.0,3.6,2.83
2024-07-26 07:00:00,7,32.04,0.15,23.0,25.0,4.41,3.49
2024-07-26 08:00:00,8,33.88,0.9,23.0,24.5,7.93,6.99
2024-07-26 09:00:00,9,35.31,0.9,23.0,24.5,8.54,7.83
2024-07-26 10:00:00,10,36.85,0.9,23.0,24.5,9.81,9.21
2024-07-26 11:00:00,11,38.28,0.9,23.0,24.5,11.54,10.6
2024-07-26 12:00:00,12,39.37,0.9,23.0,24.5,12.11,11.35
2024-07-26 13:00:00,13,40.25,0.9,23.0,24.5,12.72,11.94
2024-07-26 14:00:00,14,40.47,0.9,23.0,24.5,12.63,11.86
2024-07-26 15:00:00,15,40.88,0.9,23.0,24.5,12.77,11.9
2024-07-26 16:00:00,16,41.09,0.9,23.0,24.5,12.91,11.98
2024-07-26 17:00:00,17,40.91,0.9,23.0,24.5,12.76,11.86
2024-07-26 18:00:00,18,40.62,0.15,23.0,25.0,9.99,8.96
2024-07-26 19:00:00,19,40.06,0.15,23.0,25.0,9.6,8.58
2024-07-26 20:00:00,20,39.22,0.15,23.0,25.0,8.96,8.14
2024-07-26 21:00:00,21,37.93,0.15,23.0,25.0,8.04,6.95
2024-07-26 22:00:00,22,38.15,0.15,23.0,25.0,8.06,6.99
2024-07-26 23:00:00,23,37.41,0.15,23.0,25.0,7.66,6.54
2024-07-27 00:00:00,0,37.36,0.1,23.0,24.0,6.97,6.97
2024-07-27 01:00:00,1,37.85,0.1,23.0,24.0,7.45,7.12
2024-07-27 02:00:00,2,36.62,0.1,23.0,24.0,6.7,6.2
2024-07-27 03:00:00,3,35.59,0.1,23.0,24.0,6.25,5.85
2024-07-27 04:00:00,4,34.71,0.1,23.0,24.0,5.78,5.32
2024-07-27 05:00:00,5,34.71,0.1,23.0,24.0,5.83,5.37
2024-07-27 06:00:00,6,32.91,0.1,23.0,24.0,4.72,4.24
2024-07-27 07:00:00,7,34.07,0.1,23.0,24.0,5.36,4.91
2024-07-27 08:00:00,8,35.09,0.1,23.0,24.0,6.03,5.59
2024-07-27 09:00:00,9,36.09,0.1,23.0,24.0,6.76,6.23
2024-07-27 10:00:00,10,37.41,0.1,23.0,24.0,7.86,7.17
2024-07-27 11:00:00,11,38.56,0.1,23.0,24.0,8.87,8.33
2024-07-27 12:00:00,12,39.81,0.1,23.0,24.0,9.95,9.37
2024-07-27 13:00:00,13,40.26,0.1,23.0,24.0,10.34,9.75
2024-07-27 14:00:00,14,41.03,0.1,23.0,25.0,10.97,9.78
2024-07-27 15:00:00,15,41.26,0.1,23.0,25.0,10.83,9.54
2024-07-27 16:00:00,16,41.31,0.1,23.0,25.0,10.76,9.47
2024-07-27 17:00:00,17,40.69,0.1,23.0,25.0,10.06,8.94
2024-07-27 18:00:00,18,40.48,0.1,23.0,25.0,9.96,8.91
2024-07-27 19:00:00,19,39.97,0.1,23.0,24.0,9.55,9.02
2024-07-27 20:00:00,20,38.93,0.1,23.0,24.0,8.67,8.3
2024-07-27 21:00:00,21,37.81,0.1,23.0,24.0,8.07,7.38
2024-07-27 22:00:00,22,37.67,0.1,23.0,24.0,7.73,7.01
2024-07-27 23:00:00,23,37.6,0.1,23.0,24.0,7.7,7.09
2024-07-28 00:00:00,0,36.57,0.1,23.0,24.0,6.53,6.45
2024-07-28 01:00:00,1,34.79,0.1,23.0,24.0,5.62,5.15
2024-07-28 02:00:00,2,34.17,0.1,23.0,24.0,5.26,4.82
2024-07-28 03:00:00,3,33.53,0.1,23.0,24.0,5.06,4.54
2024-07-28 04:00:00,4,33.92,0.1,23.0,24.0,5.32,4.86
2024-07-28 05:00:00,5,33.13,0.1,23.0,24.0,4.87,4.34
2024-07-28 06:00:00,6,33.69,0.1,23.0,24.0,5.21,4.75
2024-07-28 07:00:00,7,34.31,0.1,23.0,24.0,5.39,4.93
2024-07-28 08:00:00,8,35.64,0.1,23.0,24.0,6.34,5.92
2024-07-28 09:00:00,9,37.69,0.1,23.0,24.0,7.74,7.13
2024-07-28 10:00:00,10,38.75,0.1,23.0,24.0,8.93,8.48
2024-07-28 11:00:00,11,39.67,0.1,23.0,24.0,9.8,9.23
2024-07-28 12:00:00,12,40.17,0.1,23.0,24.0,10.03,9.49
2024-07-28 13:00:00,13,40.57,0.1,23.0,24.0,10.43,9.88
2024-07-28 14:00:00,14,41.01,0.1,23.0,25.0,10.97,9.82
2024-07-28 15:00:00,15,41.1,0.1,23.0,25.0,10.75,9.47
2024-07-28 16:00:00,16,41.1,0.1,23.0,25.0,10.72,9.41
2024-07-28 17:00:00,17,40.81,0.1,23.0,25.0,10.57,9.3
2024-07-28 18:00:00,18,39.57,0.1,23.0,25.0,9.3,8.3
2024-07-28 19:00:00,19,39.61,0.1,23.0,24.0,9.37,8.85
2024-07-28 20:00:00,20,37.79,0.1,23.0,24.0,7.99,7.41
2024-07-28 21:00:00,21,36.29,0.1,23.0,24.0,6.9,6.23
2024-07-28 22:00:00,22,36.15,0.1,23.0,24.0,6.74,6.04
2024-07-28 23:00:00,23,34.45,0.1,23.0,24.0,5.7,5.19
2024-07-29 00:00:00,0,33.63,0.15,23.0,24.0,4.95,4.63
2024-07-29 01:00:00,1,33.01,0.15,23.0,24.0,4.59,4.07
2024-07-29 02:00:00,2,33.5,0.15,23.0,24.0,4.94,4.39
2024-07-29 03:00:00,3,33.46,0.15,23.0,24.0,5.0,4.44
2024-07-29 04:00:00,4,32.68,0.15,23.0,24.0,4.63,4.12
2024-07-29 05:00:00,5,32.48,0.15,23.0,24.0,4.51,3.97
2024-07-29 06:00:00,6,32.99,0.15,23.0,24.0,4.62,4.16
2024-07-29 07:00:00,7,33.58,0.15,23.0,24.0,5.04,4.52
2024-07-29 08:00:00,8,34.29,0.9,23.0,23.0,7.93,7.9
2024-07-29 09:00:00,9,37.4,0.9,23.0,23.0,9.59,9.6
2024-07-29 10:00:00,10,38.31,0.9,23.0,23.0,11.09,11.12
2024-07-29 11:00:00,11,39.31,0.9,23.0,23.0,11.8,11.82
2024-07-29 12:00:00,12,39.74,0.9,23.0,23.0,12.6,12.61
2024-07-29 13:00:00,13,40.13,0.9,23.0,23.0,12.71,12.72
2024-07-29 14:00:00,14,40.77,0.9,23.0,24.0,12.97,12.35
2024-07-29 15:00:00,15,40.53,0.9,23.0,24.0,12.72,12.12
2024-07-29 16:00:00,16,40.37,0.9,23.0,24.0,12.3,11.83
2024-07-29 17:00:00,17,40.61,0.9,23.0,24.0,12.67,12.07
2024-07-29 18:00:00,18,40.28,0.15,23.0,25.0,9.89,8.86
2024-07-29 19:00:00,19,40.2,0.15,23.0,24.0,9.85,9.28
2024-07-29 20:00:00,20,38.85,0.15,23.0,24.0,8.71,8.34
2024-07-29 21:00:00,21,38.22,0.15,23.0,24.0,8.11,7.44
2024-07-29 22:00:00,22,37.74,0.15,23.0,24.0,8.0,7.38
2024-07-29 23:00:00,23,35.23,0.15,23.0,24.0,6.19,5.87
2024-07-30 00:00:00,0,35.06,0.15,23.0,23.0,5.89,5.89
2024-07-30 01:00:00,1,33.72,0.15,23.0,23.0,5.11,5.11
2024-07-30 02:00:00,2,34.51,0.15,23.0,23.0,5.59,5.59
2024-07-30 03:00:00,3,33.85,0.15,23.0,23.0,5.32,5.32
2024-07-30 04:00:00,4,34.99,0.15,23.0,23.0,5.86,5.86
2024-07-30 05:00:00,5,34.16,0.15,23.0,23.0,5.4,5.4
2024-07-30 06:00:00,6,32.28,0.15,23.0,23.0,4.48,4.48
2024-07-30 07:00:00,7,33.33,0.15,23.0,23.0,5.04,5.04
2024-07-30 08:00:00,8,34.97,0.9,23.0,23.0,8.39,8.39
2024-07-30 09:00:00,9,36.06,0.9,23.0,23.0,9.05,9.05
2024-07-30 10:00:00,10,37.85,0.9,23.0,23.0,10.53,10.53
2024-07-30 11:00:00,11,39.03,0.9,23.0,23.0,11.78,11.78
2024-07-30 12:00:00,12,39.72,0.9,23.0,23.0,12.2,12.2
2024-07-30 13:00:00,13,40.46,0.9,23.0,23.0,12.8,12.8
2024-07-30 14:00:00,14,40.64,0.9,23.0,23.0,12.94,12.94
2024-07-30 15:00:00,15,40.84,0.9,23.0,23.0,12.72,12.72
